name,ecosystem,purl,owner,owner_kind,owner_name,repository_url,description,latest_version,versions_count,first_release_at,latest_release_at,downloads,downloads_period,dependent_packages_count,dependent_repos_count,forks_count,open_issues_count,archived,fork,repo_size,total_committers,active_maintainer_count,dds,has_security_md,has_code_of_conduct,has_contributing,governance_files_count,advisory_count,max_cvss_score,max_epss_percentage,licenses,rankings_average,criticality,support_tier,health,substitutability,risk
jupyter_client,conda,pkg:conda/jupyter_client?repository_url=https://conda-forge.org,jupyter,organization,Project Jupyter,https://github.com/jupyter/jupyter_client,,7.4.7,50,2022-10-03T15:45:19.004Z,2022-11-16T18:26:56.000Z,,,76,2107,298,214,False,False,3024,143,4,0.7180010198878124,False,False,True,1,0,,,BSD-3-Clause,8.495133516346394,0.5123,foundation,0.5128,0.4424,0.2496
markupsafe,conda,pkg:conda/markupsafe?repository_url=https://conda-forge.org,pallets,organization,Pallets,https://github.com/pallets/markupsafe,"MarkupSafe implements a text object that escapes characters so it is safe to use in HTML and XML. Characters that have special meanings are replaced so that they display as the actual characters. This mitigates injection attacks, meaning untrusted user input can safely be displayed on a page.",2.1.1,9,2018-11-06T15:05:24.000Z,2022-03-15T17:13:07.000Z,,,61,1682,173,4,False,False,1033,45,1,0.545275590551181,False,False,False,0,0,,,BSD-3-Clause,8.494685363541095,0.5123,foundation,0.2197,0.4977,0.3997
serilog.extensions.hosting,nuget,pkg:nuget/serilog.extensions.hosting,serilog,organization,Serilog,https://github.com/serilog/serilog-extensions-hosting,Serilog support for .NET Core logging in hosted services,10.0.0,50,2018-06-03T22:03:17.820Z,2025-11-28T06:35:43.703Z,745723517,total,298,0,30,12,False,False,188,12,1,0.3291139240506329,False,False,False,0,0,,,Apache-2.0,8.50828873564594,0.512,foundation,0.3772,0.4345,0.3189
faraday-rack,rubygems,pkg:gem/faraday-rack,lostisland,organization,lostisland,https://github.com/lostisland/faraday-rack,Faraday adapter for Rack,2.1.3,4,2021-08-01T07:38:37.098Z,2025-06-18T20:40:39.836Z,305230111,total,5,18076,5,0,False,False,40,,0,,False,True,False,1,0,,,MIT,8.517969246551667,0.5118,foundation,0.3829,0.2755,0.3158
pqueue,hackage,pkg:hackage/pqueue,lspitzner,user,Lennart Spitzner,https://github.com/lspitzner/pqueue,"A fast, reliable priority queue implementation based on a binomial heap.",1.3.2,21,2010-03-30T18:02:20.000Z,2016-09-28T13:45:13.000Z,25013,total,7,225,13,32,False,False,310,13,0,0.788135593220339,False,False,False,0,0,,,BSD-3-Clause,8.519920881604973,0.5117,sole_maintainer,0.197,0.6428,0.4109
pkgutil_resolve_name,pypi,pkg:pypi/pkgutil-resolve-name,graingert,user,Thomas Grainger,https://github.com/graingert/pkgutil-resolve-name,Resolve a name to an object.,1.3.10,4,2020-02-18T10:38:05.000Z,2021-07-21T08:19:03.000Z,21205623,last-month,8,1348,4,3,False,False,11,,0,,False,False,False,0,0,,,MIT License,8.52425470203672,0.5116,sole_maintainer,0.125,0.2653,0.4477
com.alibaba.cloud:spring-cloud-alibaba-dependencies,maven,pkg:maven/com.alibaba.cloud/spring-cloud-alibaba-dependencies,spring-cloud,organization,Spring Cloud,https://github.com/spring-cloud/spring-cloud-build,Spring Cloud Alibaba Dependencies,2.2.11,54,2019-08-01T13:47:25.000Z,2024-12-02T04:37:04.000Z,,,307,5848,288,22,False,False,15804,53,0,0.8568111455108359,False,False,True,1,0,,,"Apache License, Version 2.0",8.525431643279637,0.5116,commercial,0.4267,0.5875,0.2933
fog-softlayer,rubygems,pkg:gem/fog-softlayer,fog,organization,fog,https://github.com/fog/fog-softlayer,Module for the 'fog' gem to support SoftLayer Cloud,1.1.4,61,2014-04-18T21:28:52.570Z,2016-08-28T14:26:25.362Z,46343167,total,12,8659,1,4,False,False,707,,0,,False,False,True,1,0,,,MIT,8.52828358292169,0.5115,foundation,0.2083,0.5832,0.405
decorator,conda,pkg:conda/decorator?repository_url=https://conda-forge.org,micheles,user,Michele Simionato,https://github.com/micheles/decorator,,5.1.1,19,2022-10-03T15:40:35.055Z,2022-01-07T11:41:54.000Z,,,91,1664,114,11,False,False,1911,27,1,0.2164634146341463,False,False,False,0,0,,,BSD-2-Clause,8.532112380857328,0.5115,sole_maintainer,0.1374,0.4153,0.4412
serilog.formatting.compact,nuget,pkg:nuget/serilog.formatting.compact,serilog,organization,Serilog,https://github.com/serilog/serilog-formatting-compact,"A simple, compact JSON-based event format for Serilog.",3.0.0,25,2016-06-21T03:53:41.930Z,2024-06-09T22:18:21.073Z,843978457,total,167,0,43,5,False,False,110,7,1,0.2222222222222222,False,False,False,0,0,,,Apache-2.0,8.5464788437821,0.5111,foundation,0.2281,0.4627,0.3945
adler,cargo,pkg:cargo/adler,jonas-schievink,user,Jonas Schievink,https://github.com/jonas-schievink/adler,A simple clean-room implementation of the Adler-32 checksum,1.0.2,8,2020-06-25T22:07:19.741Z,2021-02-26T12:12:02.566Z,257865703,total,10,36783,5,1,True,False,74,,0,,False,False,False,0,0,,,0BSD OR MIT OR Apache-2.0,8.55436527806183,0.511,bernies,0.05,0.3288,0.4854
github.com/vapor/routing-kit,swiftpm,pkg:swift/github.com/vapor/routing-kit,vapor,organization,Vapor,https://github.com/vapor/routing-kit,,4.9.3,55,2016-10-28T14:39:40.000Z,2025-08-25T12:45:53.000Z,,,66,435,38,1,False,False,8996,79,2,0.6371308016877637,False,False,False,0,0,,,mit,8.55991147644641,0.5108,foundation,0.5159,0.6408,0.2473
tailrecursion/cljs-priority-map,clojars,pkg:clojars/tailrecursion%2Fcljs-priority-map,tailrecursion,,,https://github.com/tailrecursion/cljs-priority-map,ClojureScript priority map implementation based on clojure.data.priority-map,1.2.1,7,2020-02-10T10:14:53.000Z,2020-02-10T10:14:55.000Z,3092656,total,0,51,13,3,False,False,30,,0,,False,False,False,0,0,,,Eclipse Public License,8.572422360248448,0.5105,sole_maintainer,0.125,0.3036,0.4467
jbig,conda,pkg:conda/jbig?repository_url=https://conda-forge.org,,,,https://www.cl.cam.ac.uk/~mgk25/git/jbigkit/,JBIG-KIT provides a portable library of compression and decompression functions with a documented interface that you can include very easily into your image or document processing software.,2.1,1,2022-10-03T15:45:08.278Z,2022-10-03T15:45:08.278Z,7799060,total,3,369,,,False,False,,,0,,False,False,False,0,0,,,GPL-2.0-or-later,8.578272368880683,0.5104,sole_maintainer,0.125,0.0964,0.4466
sourcetools,cran,pkg:cran/sourcetools,kevinushey,user,Kevin Ushey,https://github.com/kevinushey/sourcetools,"Tools for Reading, Tokenizing and Parsing R Code",0.1.7,10,2016-03-03T05:50:00.000Z,2018-04-25T00:00:00.000Z,538174,last-month,3,47,2,7,False,False,592,,0,,False,False,False,0,0,,,MIT + file LICENSE,8.588805666840853,0.5102,sole_maintainer,0.125,0.5262,0.4464
bytecheck_derive,cargo,pkg:cargo/bytecheck_derive,rkyv,organization,rkyv,https://github.com/rkyv/bytecheck,Derive macro for bytecheck,0.8.2,35,2020-11-14T19:41:36.230Z,2025-09-29T15:08:14.862Z,95283264,total,1,2972,19,1,False,False,174,10,1,0.12903225806451613,False,False,False,0,0,,,MIT,8.590340128138614,0.5101,foundation,0.3136,0.3652,0.3501
storable-endian,hackage,pkg:hackage/storable-endian,,,,,,0.2.6,9,2010-12-22T14:46:16.000Z,2016-12-16T19:28:49.000Z,13277,total,2,146,,,False,False,,,0,,False,False,False,0,0,,,BSD-3-Clause,8.599416030893849,0.5099,sole_maintainer,0.125,0.4,0.4462
cprng-aes,hackage,pkg:hackage/cprng-aes,vincenthz,user,Vincent Hanquez,https://github.com/vincenthz/hs-cprng-aes,"Simple crypto pseudo-random-number-generator with really good randomness property.

Using ent, a randomness property maker on one 1Mb sample:
Entropy = 7.999837 bits per byte.
Optimum compression would reduce the size of this 1048576 byte file by 0 percent.
Chi square distribution for 1048576 samples is 237.02
Arithmetic mean value of data bytes is 127.3422 (127.5 = random)
Monte Carlo value for Pi is 3.143589568 (error 0.06 percent)

Compared to urandom with the same sampling:
Entropy = 7.999831 bits per byte.
Optimum compression would reduce the size of this 1048576 byte file by 0 percent.
Chi square distribution for 1048576 samples is 246.63
Arithmetic mean value of data bytes is 127.6347 (127.5 = random).
Monte Carlo value for Pi is 3.132465868 (error 0.29 percent).",0.6.1,18,2011-04-06T20:09:33.000Z,2014-11-13T11:27:54.000Z,123036,total,7,189,5,0,True,False,215,,0,,False,False,False,0,0,,,BSD-3-Clause,8.613544315720072,0.5096,bernies,0.05,0.614,0.4841
optparse-simple,hackage,pkg:hackage/optparse-simple,fpco,organization,FP Complete,https://github.com/fpco/optparse-simple,Please see the README at https://www.stackage.org/package/optparse-simple,0.1.1,11,2015-04-13T11:13:03.000Z,2018-12-25T05:40:00.000Z,29787,total,9,145,4,0,False,False,43,,0,,False,False,False,0,0,,,BSD-3-Clause,8.61712348120938,0.5095,foundation,0.125,0.4463,0.4458
DiffResults,julia,pkg:julia/DiffResults,JuliaDiff,organization,JuliaDiff,https://github.com/JuliaDiff/DiffResults.jl,A package which provides an API for querying differentiation results at multiple orders simultaneously,1.1.0,6,2019-02-12T19:45:46.000Z,2022-10-21T13:23:21.258Z,382594,last-month,56,11,9,13,False,False,189,5,1,0.42307692307692313,False,False,False,0,0,,,MIT,8.62011131391328,0.5095,foundation,0.1891,0.412,0.4132
frankiesardo/linked,clojars,pkg:clojars/frankiesardo%2Flinked,frankiesardo,,,https://github.com/frankiesardo/linked,Efficient ordered map and set.,1.3.0,24,2020-02-09T22:45:30.000Z,2020-02-09T22:45:53.000Z,4051811,total,0,14,6,5,False,False,130,,0,,False,False,False,0,0,,,Eclipse Public License,8.618136645962732,0.5095,sole_maintainer,0.125,0.361,0.4458
org.eclipse.persistence:eclipselink,maven,pkg:maven/org.eclipse.persistence/eclipselink,eclipse-ee4j,organization,Eclipse EE4J,,Comprehensive and universal persistence framework for Java.,5.0.0,147,2015-09-09T02:05:28.000Z,2026-03-23T09:32:10.000Z,,,378,11669,189,294,False,False,323998,125,3,0.9089563286454478,True,True,True,3,0,,,"Eclipse Public License (EPL), Version 2.0,Eclipse Distribution License (EDL), Version 1.0,BSD",8.621456715425222,0.5094,foundation,0.9651,0.8162,0.0178
hspec-wai,hackage,pkg:hackage/hspec-wai,hspec,organization,hspec,https://github.com/hspec/hspec-wai,,0.12.0,27,2014-06-11T08:34:18.000Z,2026-05-03T12:47:08.000Z,29277,total,2,439,25,19,False,False,157,11,0,0.19999999999999996,False,False,False,0,0,,,MIT,8.635207685786945,0.5091,foundation,0.2972,0.5331,0.3578
org.jetbrains:annotations,maven,pkg:maven/org.jetbrains/annotations,JetBrains,organization,JetBrains,https://github.com/JetBrains/java-annotations,A set of annotations used for code inspection support and code documentation.,26.1.0,24,2013-12-17T12:10:43.000Z,2026-02-18T14:21:48.000Z,,,3683,26519,63,27,False,False,402,37,3,0.6949152542372881,False,True,True,2,0,,,"The Apache Software License, Version 2.0",8.640258074857737,0.509,foundation,0.8208,0.5895,0.0912
uncased,cargo,pkg:cargo/uncased,SergioBenitez,,,https://github.com/SergioBenitez/uncased,"Case-preserving, ASCII case-insensitive, no_std string types.",0.9.10,11,2020-09-06T12:17:56.215Z,2024-01-22T23:58:04.575Z,47911381,total,10,3393,5,1,False,False,42,4,0,0.11111111111111116,False,False,False,0,0,,,MIT OR Apache-2.0,8.643328249896143,0.5089,sole_maintainer,0.0853,0.3101,0.4655
com.sun.xml.bind:jaxb-impl,maven,pkg:maven/com.sun.xml.bind/jaxb-impl,eclipse-ee4j,organization,Eclipse EE4J,https://github.com/eclipse-ee4j/jaxb-ri,Old JAXB Runtime module. Contains sources required for runtime processing.,4.0.8,179,2006-06-12T14:00:34.000Z,2026-05-05T07:04:31.000Z,,,3251,25295,120,411,False,False,10248,46,2,0.3976261127596439,False,False,True,1,0,,,BSD-3-Clause,8.648303283812762,0.5088,foundation,0.5971,0.7885,0.205
org.glassfish.jaxb:jaxb-runtime,maven,pkg:maven/org.glassfish.jaxb/jaxb-runtime,eclipse-ee4j,organization,Eclipse EE4J,https://github.com/eclipse-ee4j/jaxb-ri,JAXB (JSR 222) Reference Implementation,4.0.7,43,2014-03-11T00:23:30.000Z,2026-03-14T12:04:39.000Z,,,2235,18028,125,389,False,False,8666,46,2,0.3976261127596439,False,False,True,1,0,,,"Eclipse Distribution License (EDL), Version 1.0,BSD",8.651913322265989,0.5088,foundation,0.5852,0.7067,0.2111
quickcheck-io,hackage,pkg:hackage/quickcheck-io,hspec,organization,hspec,https://github.com/hspec/quickcheck-io,,0.2.0,6,2013-03-30T19:12:01.000Z,2017-06-16T07:25:47.000Z,121083,total,4,163,3,0,False,False,9,,0,,False,False,False,0,0,,,MIT,8.652161627578412,0.5087,foundation,0.125,0.4417,0.4451
bcrypt,hackage,pkg:hackage/bcrypt,,,,,,0.0.11,11,2011-08-11T04:59:56.000Z,2017-12-31T22:07:03.000Z,13585,total,1,144,,,False,False,,,0,,False,False,False,0,0,,,BSD-3-Clause,8.659696712819065,0.5086,sole_maintainer,0.125,0.3936,0.445
bottleneck,conda,pkg:conda/bottleneck?repository_url=https://conda-forge.org,pydata,organization,Python for Data,https://github.com/pydata/bottleneck,Bottleneck is a collection of fast NumPy array functions written in Cython.,1.3.5,10,2022-10-03T15:38:41.013Z,2022-07-02T23:18:00.000Z,6475707,total,46,972,112,47,False,False,13565,33,2,0.30352748154224773,False,False,False,0,0,,,BSD-2-Clause,8.665602075951893,0.5084,foundation,0.2425,0.4943,0.3851
com.sun.xml.bind:jaxb-core,maven,pkg:maven/com.sun.xml.bind/jaxb-core,eclipse-ee4j,organization,Eclipse EE4J,https://github.com/eclipse-ee4j/jaxb-ri,"Old JAXB Core module. Contains sources required by XJC, JXC and Runtime modules with dependencies.",4.0.7,38,2013-10-16T15:11:32.000Z,2026-03-14T12:18:44.000Z,,,1231,13447,120,411,False,False,10248,46,2,0.3976261127596439,False,False,True,1,0,,,"Eclipse Distribution License (EDL), Version 1.0,BSD",8.674576712424779,0.5082,foundation,0.5852,0.7239,0.2108
cheshire/cheshire,clojars,pkg:clojars/cheshire%2Fcheshire,dakrone,user,Lee Hinman,https://github.com/dakrone/cheshire,"JSON and JSON SMILE encoding, fast.",6.2.0,57,2020-02-09T16:21:41.000Z,2026-03-19T21:48:15.000Z,49970772,total,0,0,154,51,False,False,1233,59,1,0.2543478260869565,False,False,False,0,0,,,The MIT License,8.69794845903749,0.5077,sole_maintainer,0.384,0.4726,0.3127
patsy,conda,pkg:conda/patsy?repository_url=https://conda-forge.org,pydata,organization,Python for Data,https://github.com/pydata/patsy,,0.5.3,5,2022-10-03T15:48:10.360Z,2022-10-09T22:57:34.000Z,20520289,total,33,563,103,74,False,False,2156,21,1,0.17208413001912048,False,True,False,1,0,,,BSD-2-Clause AND PSF-2.0,8.701781526024252,0.5076,foundation,0.2097,0.4188,0.4012
com.github.penggle:kaptcha,maven,pkg:maven/com.github.penggle/kaptcha,penggle,user,pengpeng,https://github.com/penggle/kaptcha,commons is a little java tool to make your development easier in your work.,2.3.2,1,2015-05-18T07:20:20.000Z,2015-05-18T07:20:20.000Z,,,98,5216,125,3,False,False,65,,0,,False,False,False,0,1,9.8,0.00341,"The Apache Software License, Version 2.0",8.709187197789545,0.5075,sole_maintainer,0.125,0.4599,0.4441
ognl:ognl,maven,pkg:maven/ognl/ognl,orphan-oss,organization,Orphan Open Source Software,https://github.com/orphan-oss/ognl,OGNL - Core module of Object Graph Navigation Library,3.4.11,110,2005-11-08T22:20:45.000Z,2026-04-02T08:57:04.000Z,,,464,4731,85,16,False,False,8365,34,1,0.4917582417582418,True,False,False,1,1,5.3,0.05068,"The Apache Software License, Version 2.0",8.717654031282787,0.5073,foundation,0.5297,0.7789,0.2386
iana-time-zone-haiku,cargo,pkg:cargo/iana-time-zone-haiku,strawlab,,,https://github.com/strawlab/iana-time-zone,iana-time-zone support crate for Haiku OS,0.1.2,3,2022-10-08T17:07:12.928Z,2023-05-12T08:43:45.406Z,190817645,total,1,14284,25,9,False,False,339,14,2,0.6,False,False,False,0,0,,,MIT OR Apache-2.0,8.72138808766523,0.5072,sole_maintainer,0.3167,0.3428,0.3466
rend,cargo,pkg:cargo/rend,rkyv,organization,rkyv,https://github.com/djkoloski/rend,"Cross-platform, endian-aware primitives for Rust",0.5.3,30,2021-05-03T04:50:08.311Z,2025-09-29T15:17:56.894Z,84045281,total,6,2972,11,0,False,False,63,,0,,False,False,False,0,0,,,MIT,8.723054234581342,0.5072,foundation,0.323,0.2998,0.3434
TestImages,julia,pkg:julia/TestImages,JuliaImages,,,https://github.com/JuliaImages/TestImages.jl,commonly used test images,1.9.0,32,2018-08-18T09:16:03.000Z,2024-10-01T00:00:00.000Z,1877,last-month,11,26,26,2,False,False,66892,20,0,0.5928571428571429,False,False,False,0,0,,,MIT,8.72388482880763,0.5071,sole_maintainer,0.2632,0.6653,0.3736
ieee754,hackage,pkg:hackage/ieee754,patperry,user,Patrick O. Perry,https://github.com/patperry/hs-ieee754,,0.8.0,9,2010-09-20T12:19:42.000Z,2017-01-30T11:15:39.000Z,65886,total,7,197,7,0,False,False,65,,0,,False,False,False,0,0,,,BSD-3-Clause,8.738061599321842,0.5068,sole_maintainer,0.125,0.5668,0.4435
interpolate,hackage,pkg:hackage/interpolate,sol,user,Simon Hengel,https://github.com/sol/interpolate,,0.2.1,9,2013-10-03T14:37:44.000Z,2020-06-05T11:48:30.000Z,17481,total,9,189,5,9,False,False,37,,0,,False,False,False,0,0,,,MIT,8.742582650466234,0.5067,sole_maintainer,0.125,0.4812,0.4434
rfc3986-validator,pypi,pkg:pypi/rfc3986-validator,naimetti,,,https://github.com/naimetti/rfc3986-validator,Pure python rfc3986 validator,0.1.1,2,2019-10-25T21:41:44.000Z,2019-10-28T16:00:13.000Z,42391584,last-month,58,5387,2,3,False,False,13,,0,,False,False,True,1,0,,,MIT license,8.764316427827717,0.5062,sole_maintainer,0.2083,0.2798,0.4008
log-domain,hackage,pkg:hackage/log-domain,ekmett,user,Edward Kmett,https://github.com/ekmett/log-domain,"This package provides log-domain floats, doubles and complex numbers.",0.13.2,33,2013-03-17T08:16:06.000Z,2021-11-16T01:43:03.000Z,31732,total,4,155,13,5,False,False,199,11,0,0.5245901639344263,False,False,False,0,0,,,BSD-3-Clause,8.770839220118678,0.5061,sole_maintainer,0.1311,0.5754,0.4398
language-java,hackage,pkg:hackage/language-java,vincenthz,user,Vincent Hanquez,https://github.com/vincenthz/language-java,,0.2.9,11,2010-10-28T10:43:42.000Z,2018-03-08T22:25:55.000Z,25207,total,0,162,46,0,True,False,283,,0,,False,False,False,0,0,,,BSD-3-Clause,8.774230008476971,0.506,bernies,0.05,0.6249,0.4807
bytes-utils,cargo,pkg:cargo/bytes-utils,vorner,user,Michal 'vorner' Vaner,https://github.com/vorner/bytes-utils,Additional utilities for working with the bytes crate,0.1.4,5,2021-01-22T19:45:42.248Z,2023-11-17T14:26:14.682Z,83767231,total,13,1198,6,3,False,False,92,4,0,0.6097560975609756,False,False,False,0,0,,,Apache-2.0/MIT,8.79735764959324,0.5055,sole_maintainer,0.1948,0.3307,0.407
vector-instances,hackage,pkg:hackage/vector-instances,ekmett,user,Edward Kmett,https://github.com/ekmett/vector-instances,Orphan Instances for Data.Vector.,3.4.3,22,2010-06-12T05:12:09.000Z,2025-06-01T22:17:56.000Z,38781,total,10,171,10,2,False,False,61,6,0,0.5625,False,False,False,0,0,,,BSD-3-Clause,8.803616840915513,0.5054,sole_maintainer,0.3113,0.5749,0.3481
github.com/xdg/stringprep,go,pkg:golang/github.com/xdg/stringprep,xdg,user,David Golden,https://github.com/xdg/stringprep,"Package stringprep provides data tables and algorithms for RFC-3454,
including errata (as of 2018-02).  It also provides a profile for
SASLprep as defined in RFC-4013.",v1.0.3,4,2018-02-20T22:05:24.000Z,2021-03-30T22:05:39.000Z,,,2124,19014,0,0,False,False,81,1,0,0.0,False,False,False,0,0,,,Apache-2.0,8.823426383688611,0.5049,sole_maintainer,0.0,0.3986,0.5049
th-expand-syns,hackage,pkg:hackage/th-expand-syns,DanielSchuessler,user,,https://github.com/DanielSchuessler/th-expand-syns,,0.4.12.0,24,2009-10-13T11:44:50.000Z,2024-12-05T12:50:20.000Z,76248,total,3,159,9,0,False,False,91,13,0,0.7011494252873562,False,False,False,0,0,,,BSD-3-Clause,8.833003673354055,0.5047,sole_maintainer,0.3053,0.5943,0.3506
threads,hackage,pkg:hackage/threads,basvandijk,user,Bas van Dijk,https://github.com/basvandijk/threads,"This package provides functions to fork threads and
wait for their result, whether it's an exception or a
normal value.

Besides waiting for the termination of a single thread
this packages also provides functions to wait for a
group of threads to terminate.

This package is similar to the
threadmanager, async and spawn packages.
The advantages of this package are:

Simpler API.

More efficient in both space and time.

No space-leak when forking a large number of threads.

Correct handling of asynchronous exceptions.

GHC specific functionality like forkOn and forkIOWithUnmask.",0.3.1,21,2010-04-07T13:10:04.000Z,2010-10-21T21:15:55.000Z,37168,total,1,160,9,2,False,False,101,10,0,0.16470588235294115,False,False,False,0,0,,,BSD-3-Clause,8.843176038428934,0.5045,sole_maintainer,0.0412,0.5971,0.4837
globals,cran,pkg:cran/globals,futureverse,organization,Futureverse,https://github.com/futureverse/globals,Identify Global Objects in R Expressions,0.19.1,35,2015-06-11T01:36:00.000Z,2026-03-13T00:00:00.000Z,370412,last-month,19,33,3,19,False,False,2962,3,1,0.017681728880157177,False,False,True,1,0,,,LGPL-2.1 | LGPL-3 [expanded from: LGPL (≥ 2.1)],8.848632642396796,0.5044,foundation,0.4066,0.6172,0.2993
product-profunctors,hackage,pkg:hackage/product-profunctors,tomjaguarpaw,user,,https://github.com/tomjaguarpaw/product-profunctors,Product profunctors and tools for working with them,0.6.3,18,2014-12-01T14:10:08.000Z,2015-07-01T19:55:35.000Z,17313,total,4,170,14,16,False,False,871,20,0,0.3904494382022472,False,False,False,0,0,,,BSD-3-Clause,8.853348403503814,0.5043,sole_maintainer,0.0976,0.5915,0.4551
system.collections.immutable,nuget,pkg:nuget/system.collections.immutable,dotnet,organization,.NET Platform,https://github.com/dotnet/dotnet,"This package provides collections that are thread safe and guaranteed to never change their contents, also known as immutable collections. Like strings, any methods that perform modifications will not change the existing instance but instead return a new instance. For efficiency reasons, the implementation uses a sharing mechanism to ensure that newly created instances share as much data as possible with the previous instance while ensuring that operations have a predictable time complexity.

The System.Collections.Immutable library is built-in as part of the shared framework in .NET Runtime. The package can be installed when you need to use it in other target frameworks.",10.0.8,132,2014-10-10T20:41:21.247Z,2026-05-12T16:57:56.230Z,3898942226,total,1452,0,287,171,False,False,2040625,120,41,0.0977973568281938,True,True,True,3,0,,,MIT,8.858210336976889,0.5042,commercial,0.7738,0.8852,0.1141
system.text.encoding.codepages,nuget,pkg:nuget/system.text.encoding.codepages,,,,https://github.com/dotnet/dotnet,"Provides support for code-page based encodings, including Windows-1252, Shift-JIS, and GB2312.

Commonly Used Types:
System.Text.CodePagesEncodingProvider",10.0.8,134,2014-11-11T23:44:09.707Z,2026-05-12T16:57:53.017Z,3383121612,total,1043,0,,,False,False,,,0,,False,False,False,0,0,,,MIT,8.858678005942087,0.5042,sole_maintainer,0.3743,0.3068,0.3155
system.xml.xpath,nuget,pkg:nuget/system.xml.xpath,,,,,"Provides the classes that define a cursor model for navigating and editing Extensible Markup Language (XML) information items as instances of the XQuery 1.0 and XPath 2.0 Data Model.

Commonly Used Types:
System.Xml.XPath.XPathNavigator
System.Xml.XPath.IXPathNavigable
System.Xml.XPath.XPathNodeType
System.Xml.XPath.XPathNodeIterator
System.Xml.XPath.XPathExpression
System.Xml.XPath.XPathResultType
System.Xml.XPath.XPathException
System.Xml.XPath.XPathDocument
System.Xml.XPath.XPathItem
System.Xml.XPath.XPathNamespaceScope
 
When using NuGet 3.x this package requires at least version 3.4.",4.3.0,14,2014-11-11T23:50:51.277Z,2016-11-15T23:58:37.773Z,833056424,total,65,0,,,False,False,,,0,,False,False,False,0,0,,,,8.863426644665653,0.5041,sole_maintainer,0.125,0.3068,0.4411
system.collections.nongeneric,nuget,pkg:nuget/system.collections.nongeneric,,,,,"Provides classes that define older non-generic collections of objects, such as lists, queues, hash tables and dictionaries. Developers should prefer the generic collections in the System.Collections package.

Commonly Used Types:
System.Collections.ArrayList
System.Collections.Hashtable
System.Collections.CollectionBase
System.Collections.ReadOnlyCollectionBase
System.Collections.Stack
System.Collections.SortedList
System.Collections.DictionaryBase
System.Collections.Queue
System.Collections.Comparer
System.Collections.CaseInsensitiveComparer
 
When using NuGet 3.x this package requires at least version 3.4.",4.3.0,14,2014-11-11T23:09:16.633Z,2016-11-15T23:40:19.770Z,1850564559,total,197,0,,,False,False,,,0,,False,False,False,0,0,,,,8.860908427160732,0.5041,sole_maintainer,0.125,0.3068,0.4411
system.reflection.metadata,nuget,pkg:nuget/system.reflection.metadata,dotnet,organization,.NET Platform,https://github.com/dotnet/dotnet,"This package provides a low-level .NET (ECMA-335) metadata reader and writer. It's geared for performance and is the ideal choice for building higher-level libraries that intend to provide their own object model, such as compilers. The metadata format is defined by the ECMA-335 - Common Language Infrastructure (CLI) specification.

The System.Reflection.Metadata library is built-in as part of the shared framework in .NET Runtime. The package can be installed when you need to use it in other target frameworks.",10.0.7,146,2014-10-10T16:30:27.937Z,2026-04-21T17:31:15.460Z,3216014262,total,197,0,287,171,False,False,2040625,120,41,0.0977973568281938,True,True,True,3,0,,,MIT,8.859577369336701,0.5041,commercial,0.769,0.8852,0.1164
system.diagnostics.fileversioninfo,nuget,pkg:nuget/system.diagnostics.fileversioninfo,,,,,"Provides the System.Diagnostics.FileVersionInfo class, which allows access to Win32 version resource information for a physical file on disk.

Commonly Used Types:
System.Diagnostics.FileVersionInfo
 
When using NuGet 3.x this package requires at least version 3.4.",4.3.0,14,2014-11-11T23:14:03.687Z,2016-11-15T23:43:04.227Z,463641807,total,54,0,,,False,False,,,0,,False,False,False,0,0,,,,8.867060072779896,0.504,sole_maintainer,0.125,0.3068,0.441
system.diagnostics.stacktrace,nuget,pkg:nuget/system.diagnostics.stacktrace,,,,,"Provides the System.Diagnostics.StackTrace class, which allows interaction with local and remote processes.

Commonly Used Types:
System.Diagnostics.StackFrame
System.Diagnostics.StackTrace
 
When using NuGet 3.x this package requires at least version 3.4.",4.3.0,11,2015-06-30T17:17:43.700Z,2016-11-15T23:43:20.320Z,696153946,total,83,0,,,False,False,,,0,,False,False,False,0,0,,,,8.864290033524483,0.504,sole_maintainer,0.125,0.29,0.441
system.xml.xpath.xdocument,nuget,pkg:nuget/system.xml.xpath.xdocument,,,,,"Provides extension methods that add System.Xml.XPath support to the System.Xml.XDocument package.

Commonly Used Types:
System.Xml.XPath.Extensions
System.Xml.XPath.XDocumentExtensions
 
When using NuGet 3.x this package requires at least version 3.4.",4.3.0,14,2014-11-11T23:51:17.987Z,2016-11-15T23:58:45.290Z,443824417,total,47,0,,,False,False,,,0,,False,False,False,0,0,,,,8.867383843601958,0.504,sole_maintainer,0.125,0.3068,0.441
system.runtime.compilerservices.unsafe,nuget,pkg:nuget/system.runtime.compilerservices.unsafe,,,,https://github.com/dotnet/runtime,"Provides the System.Runtime.CompilerServices.Unsafe class, which provides generic, low-level functionality for manipulating pointers.

Commonly Used Types:
System.Runtime.CompilerServices.Unsafe",6.1.2,61,1900-01-01T00:00:00.000Z,2025-04-04T18:04:10.800Z,7936733722,total,1624,0,,,False,False,,,0,,False,False,False,0,0,,,MIT,8.87249222768337,0.5039,sole_maintainer,0.2824,0.4,0.3616
